,War,Start Date,End Date,Participant,Location,Casualties,Cause,Effect,Normalized Participant
17610,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,decommunization in Ukraine,attacks in Russia during the Russian invasion of Ukraine,Russia
17624,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,decommunization in Ukraine,solidarity concerts for Ukraine,Russia
17637,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,decommunization in Ukraine,solidarity concerts for Ukraine,Russia
17645,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,decommunization in Ukraine,solidarity concerts for Ukraine,Russia
17655,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,decommunization in Ukraine,solidarity concerts for Ukraine,Russia
17664,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,presidency of Viktor Yanukovych,attacks in Russia during the Russian invasion of Ukraine,Russia
17674,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,decommunization in Ukraine,attacks in Russia during the Russian invasion of Ukraine,Russia
17686,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,decommunization in Ukraine,solidarity concerts for Ukraine,Russia
17696,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,presidency of Viktor Yanukovych,attacks in Russia during the Russian invasion of Ukraine,Russia
17704,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,anti-Ukrainian sentiment,attacks in Russia during the Russian invasion of Ukraine,Russia
17714,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,anti-Ukrainian sentiment,attacks in Russia during the Russian invasion of Ukraine,Russia
17735,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,anti-Ukrainian sentiment,attacks in Russia during the Russian invasion of Ukraine,Russia
17744,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,attacks in Russia during the Russian invasion of Ukraine,Russia
17754,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,attacks in Russia during the Russian invasion of Ukraine,Russia
17766,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,anti-Ukrainian sentiment,attacks in Russia during the Russian invasion of Ukraine,Russia
17776,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,attacks in Russia during the Russian invasion of Ukraine,Russia
17782,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,eastward expansion of NATO,Ukrainian refugee crisis,Russia
17784,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Ukraine bioweapons conspiracy theory,Ukrainian refugee crisis,Russia
17794,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Ukraine bioweapons conspiracy theory,Ukrainian refugee crisis,Russia
17805,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Ukraine bioweapons conspiracy theory,Ukrainian refugee crisis,Russia
17815,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Ukraine bioweapons conspiracy theory,Ukrainian refugee crisis,Russia
17834,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,eastward expansion of NATO,Ukrainian refugee crisis,Russia
17842,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,eastward expansion of NATO,Ukrainian refugee crisis,Russia
17846,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Ukraine bioweapons conspiracy theory,Ukrainian refugee crisis,Russia
17856,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,eastward expansion of NATO,Ukrainian refugee crisis,Russia
17883,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,decommunization in Ukraine,economic impact of the Russian invasion of Ukraine,Russia
17884,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,decommunization in Ukraine,economic impact of the Russian invasion of Ukraine,Russia
17896,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,decommunization in Ukraine,economic impact of the Russian invasion of Ukraine,Russia
17905,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,decommunization in Ukraine,economic impact of the Russian invasion of Ukraine,Russia
17916,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,decommunization in Ukraine,economic impact of the Russian invasion of Ukraine,Russia
17926,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,decommunization in Ukraine,economic impact of the Russian invasion of Ukraine,Russia
17936,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,decommunization in Ukraine,economic impact of the Russian invasion of Ukraine,Russia
17945,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,decommunization in Ukraine,economic impact of the Russian invasion of Ukraine,Russia
17950,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,2022 annexation referendums in Russian-occupied Ukraine,Russia
17960,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,2022 annexation referendums in Russian-occupied Ukraine,Russia
17971,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,presidency of Viktor Yanukovych,2022 annexation referendums in Russian-occupied Ukraine,Russia
17981,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,presidency of Viktor Yanukovych,2022 annexation referendums in Russian-occupied Ukraine,Russia
17990,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,presidency of Viktor Yanukovych,economic impact of the Russian invasion of Ukraine,Russia
18000,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,presidency of Viktor Yanukovych,economic impact of the Russian invasion of Ukraine,Russia
18012,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,2022 annexation referendums in Russian-occupied Ukraine,Russia
18022,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,presidency of Viktor Yanukovych,2022 annexation referendums in Russian-occupied Ukraine,Russia
18029,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Putin's Plan,Wagner Group rebellion,Russia
18034,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Ukraine bioweapons conspiracy theory,accession of Finland and Sweden to NATO,Russia
18044,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Ukraine bioweapons conspiracy theory,accession of Finland and Sweden to NATO,Russia
18055,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Russian irredentism,Wagner Group rebellion,Russia
18065,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Ukraine bioweapons conspiracy theory,accession of Finland and Sweden to NATO,Russia
18074,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Ukraine bioweapons conspiracy theory,accession of Finland and Sweden to NATO,Russia
18084,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,eastward expansion of NATO,accession of Finland and Sweden to NATO,Russia
18096,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Ukraine bioweapons conspiracy theory,accession of Finland and Sweden to NATO,Russia
18106,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Ukraine bioweapons conspiracy theory,accession of Finland and Sweden to NATO,Russia
18121,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,Wagner Group rebellion,Russia
18134,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,Wagner Group rebellion,Russia
18142,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Putin's Plan,Wagner Group rebellion,Russia
18152,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Putin's Plan,Wagner Group rebellion,Russia
18161,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Russian irredentism,Wagner Group rebellion,Russia
18171,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Russian irredentism,Wagner Group rebellion,Russia
18183,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Putin's Plan,Wagner Group rebellion,Russia
18193,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Russian irredentism,Wagner Group rebellion,Russia
18198,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,presidency of Viktor Yanukovych,2022 annexation referendums in Russian-occupied Ukraine,Russia
18208,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,decommunization in Ukraine,2022 annexation referendums in Russian-occupied Ukraine,Russia
18219,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Russian irredentism,Q117749106,Russia
18229,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,presidency of Viktor Yanukovych,2022 annexation referendums in Russian-occupied Ukraine,Russia
18248,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,decommunization in Ukraine,2022 annexation referendums in Russian-occupied Ukraine,Russia
18256,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,decommunization in Ukraine,2022 annexation referendums in Russian-occupied Ukraine,Russia
18260,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,decommunization in Ukraine,2022 annexation referendums in Russian-occupied Ukraine,Russia
18270,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,decommunization in Ukraine,2022 annexation referendums in Russian-occupied Ukraine,Russia
18284,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,Q117749106,Russia
18294,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Putin's Plan,Q117749106,Russia
18305,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Putin's Plan,Q117749106,Russia
18315,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,Q117749106,Russia
18324,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Russian irredentism,Q117749106,Russia
18334,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Russian irredentism,Q117749106,Russia
18346,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Putin's Plan,Q117749106,Russia
18356,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Russian irredentism,Q117749106,Russia
18368,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,accession of Finland and Sweden to NATO,Russia
18378,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,presidency of Viktor Yanukovych,accession of Finland and Sweden to NATO,Russia
18389,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,accession of Finland and Sweden to NATO,Russia
18399,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,accession of Finland and Sweden to NATO,Russia
18408,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Russian irredentism,2022 annexation referendums in Russian-occupied Ukraine,Russia
18418,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Russian irredentism,2022 annexation referendums in Russian-occupied Ukraine,Russia
18430,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Russian irredentism,2022 annexation referendums in Russian-occupied Ukraine,Russia
18440,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Russian irredentism,2022 annexation referendums in Russian-occupied Ukraine,Russia
18444,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,decommunization in Ukraine,2022 annexation referendums in Russian-occupied Ukraine,Russia
18455,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Russian irredentism,accession of Finland and Sweden to NATO,Russia
18465,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,decommunization in Ukraine,2022 annexation referendums in Russian-occupied Ukraine,Russia
18475,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,decommunization in Ukraine,2022 annexation referendums in Russian-occupied Ukraine,Russia
18485,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Russian irredentism,accession of Finland and Sweden to NATO,Russia
18494,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,presidency of Viktor Yanukovych,accession of Finland and Sweden to NATO,Russia
18504,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,presidency of Viktor Yanukovych,accession of Finland and Sweden to NATO,Russia
18508,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Russian irredentism,accession of Finland and Sweden to NATO,Russia
18516,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Russian irredentism,accession of Finland and Sweden to NATO,Russia
18536,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,Putin's Plan,nuclear risk during the Russian invasion of Ukraine,Russia
18546,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Putin's Plan,nuclear risk during the Russian invasion of Ukraine,Russia
18556,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,nuclear risk during the Russian invasion of Ukraine,Russia
18563,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,Putin's Plan,nuclear risk during the Russian invasion of Ukraine,Russia
18565,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Russian irredentism,nuclear risk during the Russian invasion of Ukraine,Russia
18575,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Russian irredentism,nuclear risk during the Russian invasion of Ukraine,Russia
18590,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Russian irredentism,nuclear risk during the Russian invasion of Ukraine,Russia
18606,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,Putin's Plan,Call Russia,Russia
18619,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,42295,anti-Ukrainian sentiment,Call Russia,Russia
18629,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,42295,anti-Ukrainian sentiment,Call Russia,Russia
18636,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Putin's Plan,nuclear risk during the Russian invasion of Ukraine,Russia
18646,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Putin's Plan,nuclear risk during the Russian invasion of Ukraine,Russia
18657,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,10000,Putin's Plan,Call Russia,Russia
18658,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,10000,anti-Ukrainian sentiment,solidarity concerts for Ukraine,Russia
18675,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,presidency of Viktor Yanukovych,solidarity concerts for Ukraine,Russia
18680,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,decommunization in Ukraine,solidarity concerts for Ukraine,Russia
18685,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,presidency of Viktor Yanukovych,solidarity concerts for Ukraine,Russia
18690,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,presidency of Viktor Yanukovych,solidarity concerts for Ukraine,Russia
18703,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,presidency of Viktor Yanukovych,solidarity concerts for Ukraine,Russia
18705,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Putin's Plan,2022 Russian mobilization,Russia
18715,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Eastern Europe,10000,Putin's Plan,2022 Russian mobilization,Russia
18730,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Crimea,10000,Putin's Plan,2022 Russian mobilization,Russia
18745,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Ukraine,42295,Russian irredentism,solidarity concerts for Ukraine,Russia
18755,Russian invasion of Ukraine,2022-02-24 00:00:00+00:00,,Russia,Russia,42295,Russian irredentism,solidarity concerts for Ukraine,Russia
